Title, Artist, Duration, URL, id
In Search For I,In Flames,3:22,http://cs1560.vk.me/u3772954/audios/c28757777904.mp3?extra=IbuyCNoQSOe9h14EkRx3IygkaTreRKkHXVCElS17uWP4M7_m_uw5tAXwni5uA7DwSBFaLAHIqMbAa5gPUZQIpAyUvN663A,http://vk.me/3772954_41940567
In Search Of The Peace Of Mind,Scorpions,5:00,http://cs4897.vk.me/u86795308/audios/44287a977b82.mp3?extra=Ulj7HgBXeIutyn3pf2fzkMHwUhQJFPeboPzBTC_FfJnrsgRpU90LqKjOlgrUYtCf0MhRlSAvZlyjxW3_5jrA3WmhCpHXpw,http://vk.me/9186678_88374692
Russian Party v.1 - Track 2 (    http://muzofon.com/search/Dj%20RomanLISS)??\/???????????????O/// \ Dj RomanLISS,Dj RomanLISS,5:01,http://cs6160.vk.me/u168809529/audios/a3d139f6b0a2.mp3?extra=DzUxCld8dU35Rld8srMmal46-jcL1tYLu5JNYU5vmqj1Idd4OLI_9b6BHh6ceuvy2KO_qlPNA8cIafSOXEhvT7H2it-tCLwlCA,http://vk.me/168809529_160830881
!,Pra(Killa'Gramm) -               [kropaleff search],2:42,http://cs4981.vk.me/u137292215/audios/f2ce217f4b7b.mp3?extra=Gy2MKaGo5_QlWf0WTk1gLJ-rbYrrs9blA1H-y3Kj_FD4T7OQ9TspHDx7W8qsXumw56iSmv2RUai00bPFIj3XHGnq3s5SpWc_,http://vk.me/60872571_135659094
A Boy Called Joni - Green Astronauts,2006 In Search Of Sunrise 5 (CD 2) - Tiesto,6:17,http://cs4771.vk.me/u30020645/audios/1a23aa4919db.mp3?extra=5csW_OVLUBEkvw_kdSrVsQ-auLQiD4LPvR6ogEKm-FFC_JBr5Ms3CBoOXzdE1il6n66aFRbLyNkVnV0Jsu5VH5KesYOCtn_h,http://vk.me/-15126062_73319903
In Search Of Sunrise 6: Ibiza (CD 2),Tiesto,01:16:46,http://cs5328.vk.me/u105766209/audios/dd40642d03b4.mp3?extra=A4EqCNjcshRPwG1sQf2feO1_vEduvBT91vN1BzO5HPoc2Hr6_rZ8Es6xOceTPBiE5O4RZtqmuwLI8kpyxhbD6B2zuVsg6hQ,http://vk.me/3543308_203943553
To Forever (In Search Of Sunrise 7 Asia 2),DJ Tiesto &amp; Rachael Starr,5:05,http://cs5056.vk.me/u24896823/audios/4ca3a6602c2c.mp3?extra=IYFanYQPo9CSSCIfIpuzSLs4KznKQNSXLUi-skQCiAstFUkz5BxpGGpbHCaAjf0rNJgZeFDqL4ONSUHFyDHW9biimZ-BHw,http://vk.me/4452458_90121029
Search For Tomorrow (Original Mix)c     \,    http://vk.com/clubmusictlt,W&amp;W,9:04,http://cs4804.vk.me/u15950574/audios/241946683a71.mp3?extra=LqO3A2bNYyJTRfOmK_xV3zgb5Ht1A3aZkdZKXR94Hl_mFqhWHS4qSNG2E6O1RpLtbSNl9_eeyXIjKDUmGGuBPWJ1hVFDPBxi,http://vk.me/46618430_194123770
Hide &amp; Seek (Tiestos In Search of Sunrise Remix),Imogen Heap And DJ Tiesto,8:32,http://cs4701.vk.me/u9664182/audios/8ff088f6b3ea.mp3?extra=KmAyDjRxHsbwNOuexbzLUkfIjDEXuAjqyp-R3LfuSH9vINJXClru_kkM7H5n8qPE9tspY20OiW6DRgDW0Yi7y4yDug98gA,http://vk.me/5952974_76775198
In Search Of Dreams,Alexander Smachniy ,53:38,http://cs536213.vk.me/u76286933/audios/f105d9e80d14.mp3?extra=b4txM10JWI60nt8D3VuNTTwv1KZN366QnaE0zrSX8ve6dt5NUzfBQ7l9tdoMJhb9G9vKLoeevSICfQqlCHh8D1jr5BBr4ej_,http://vk.me/76286933_281653723
In Search Of Sunrise Vol. 3 - Panama (2002),Tiesto,01:19:38,http://cs521114.vk.me/u184934809/audios/32d6b5541027.mp3?extra=wSpv3p3EplZC-UwJiudRStUSp8btWdehG27QUmeHlig3vt8pzHR9XGpWDKYw6xk672wTfg2ySMR1VgNi2ImSEA-Iv68QazN9Mw,http://vk.me/149419233_169937469
Tiesto - Driving To Heaven (Mat Zo Remix),2008 In Search Of Sunrise 7 (CD 2) Tiesto,5:49,http://cs4650.vk.me/u55602512/audios/8d59f566877b.mp3?extra=6X6rMyGNNA-_YmBArVFG4YjlomMI25EM8WvcrMfx2P5YzcHEaQ_R3LrUSPBeIrHdJO5o2lPsltzIBVGxuKylX5zVafhz0Wu6,http://vk.me/-15126062_73773957
I'd Come For You ...I finally know just what it means to let someone in Just see the side of me that no one does or ever will So if you're ever lost and find yourself all alone I'd search forever just to bring you home..,Nickelback,4:22,http://cs4700.vk.me/u15291445/audios/7ef97abbfc56.mp3?extra=dDC5YFLp9Vg2C_jgMHtEbWkvLSon8KRx5aggroKHMUMV1msmcXLkYmcYb6tRwSAS6c2ZR9N5coBwcfvIq_tF_VYttwX0,http://vk.me/966003_79241754
Silence (DJ Tiesto's In Search Of Sunrise Remix Edit 2),Delerium feat. Sarah McLachlan,4:01,http://cs5084.vk.me/u32691671/audios/8b99f9dc7c04.mp3?extra=C3fpwKUzdEbeArqPVamaYRBPViDy1e5uZp18EWbvCSe1OoPuyu3F-6W2m-bX9_255A4why5I7meqShvNiet2pLANFtb5GTmdaw,http://vk.me/-23109322_102495749
In Search Of Sunrise 6 Ibiza (Mixed by Tiesto),VA,11:14,http://cs4192.vk.me/u12455522/audios/73ceba749ecc.mp3?extra=ml2KLJgwe2Xuzn1MUMCdV3yGHUhllx9vIJULZz7oupVzYz48YAy8he_Vc2qLvQcowGiSpqae0pMp7NbSRVuKuR29BEu5fB4,http://vk.me/12455522_60788017
in_search_of_sunrise_radio_018-ah.fm-net-2011-01-14-pm. 2[club1233806],richard_durand,18:26,http://cs5024.vk.me/u911791/audios/3c626df47b13.mp3?extra=wpjp4z3gOL6L9-gHjNmiNPGnS7WXrW7akYgEYycenzDFk9an1A84RFk0P2AZTPg6BZrYaGQG4rAwSuhz-lmFCn4NkFLRJXI,http://vk.me/-1233806_93326944
Search (Original Mix),Egoism,7:55,http://cs5028.vk.me/u50188324/audios/b3ddabb16620.mp3?extra=vwaB72bLBoIxwqNlNsj9YOK3teNLfsWO9fn69MRpCPfZZ8obUe5nuggk1Y91e_6P_o8WhS5xpoLersz7MytDdzdPugJKvx0,http://vk.me/-9650704_99361100
A.M.  - Arise (Exclusive Hammer &amp; Funabashi Remix) ,2006 In Search Of Sunrise 5(CD 1) - Tiesto   ,6:16,http://cs4778.vk.me/u14279006/audios/9d8f9738b10b.mp3?extra=qZcfJcr1com0L8am1TcuEIKdMVGSyrt1Rkn4wc68o8VO2pp8HAH3Gjx8K8VanAwewEgIkPzde63FXo7jDTIylEsUtCLqb7vM,http://vk.me/-15126062_73320515
Search for your Love,Three Lights,4:48,http://cs1523.vk.me/u993766/audios/2969b6476857.mp3?extra=ndUuKgEzKuVXJcr0AIN_ESqcCKgmG8pA0hCLaTb0HLdgDTrBETbSiDPpf9772S8sn43jl8nywLzgNOC3qLVnqwnAYoBRaLQ,http://vk.me/-6077207_89724868
Call Off The Search (2003),Katie Melua,3:24,http://cs5013.vk.me/u103218598/audios/bd7942ee3aef.mp3?extra=3vmKFEn7XMg0HYv1KGM_A34Kl9K2FUlv8YaQROsEbv9qiKMRE32HxAw4Rmm1ord5OQH7pE6i2UoO9Y2eQxHwHyyiU294b9wt,http://vk.me/103218598_86298139
Libra Presents Taylor - Anomaly (Calling Your Name) (Ferry Corsten Remix),1999 In Search Of Sunrise 1 - Tiesto,4:02,http://cs4701.vk.me/u26464138/audios/2ea5969d66e8.mp3?extra=kPbv4igk6xHbg43DQ-u3TtHIdAwyVhPCHwiwMo3URCHMaOgt3y5YMdvK97rNE6D-ptrvcizU55Xc0WtXEQxujWAAcyIniGbH,http://vk.me/-15126062_72518734
In Search Of Sunrise 4: Latin America CD 2,Tiesto presents,01:17:00,http://cs5699.vk.me/u15926358/audios/24d46830a12a.mp3?extra=TI2lUtd0QcdHVC6tGHqVmaFr4OvPb2e1P8bmQUDdANMvai888_CgbXJfQlO37BlhrNFPKOz182nkkDqqcPuIYC3URd_oiWCV,http://vk.me/57468592_196098810
Nobody But You (Original Mix),Search DiP,6:34,http://cs521319.vk.me/u6832820/audios/a5f3bba1c032.mp3?extra=GHMhAu6_yvdbnCcqpRw-ZKmMgLygkqCbGESWhkmUjxTlJXripVA2q0GOsRVkxQOtLYLPB6MsLhl2cfaxSkP6t7nIgekK7FZaHA,http://vk.me/-36490515_195070798
Silence (DJ Tiesto In Search Of Sunrise Remix),Delerium feat Sarah McLachlan,11:35,http://cs5063.vk.me/u54279907/audios/56f0d4307b5b.mp3?extra=Er_S9iHM27QNYzkPedsN0Jy3qc3hLKlfvShbxFyRAjgyXXnBGcva5Da-dH0ybbLf95js2ZlnJ1Vwa8e5AmnArY4UNVPO-A,http://vk.me/8033810_96492373
Nobody But you (Rob Made Remix) , Search Dip,8:11,http://cs6162.vk.me/u3566169/audios/d8da2aa36d46.mp3?extra=E-PD457vBKdxxTScwiUNpKOfIMAuEeSerq7mqFEWmcIe5eq-tzoZjCf9FHxb8QQj7QcSzKA4lZbPvtsDebulRdp1P3pB,http://vk.me/97671_203055191
